CVE_ID;Year;CVSS_Score;Severity;Attack_Vector;Attack_Complexity;Privileges_Required;User_Interaction;Confidentiality_Impact;Integrity_Impact;Availability_Impact;Automatable
CVE-2023-0277;2023;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0278;2023;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0279;2023;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0280;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0281;2023;6.3;MEDIUM;;;;;;;;no
CVE-2023-0282;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0283;2023;6.3;MEDIUM;;;;;;;;
CVE-2023-0284;2023;6.8;MEDIUM;;;;;;;;no
CVE-2023-0285;2023;;;;;;;;;;no
CVE-2023-0286;2023;7.4;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;NONE;HIGH;no
CVE-2023-0287;2023;3.5;LOW;;;;;;;;no
CVE-2023-0288;2023;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0289;2023;7.6;HIGH;NETWORK;LOW;LOW;NONE;HIGH;LOW;LOW;no
CVE-2023-0290;2023;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2023-0291;2023;7.2;HIGH;;;;;;;;yes
CVE-2023-0292;2023;5.4;MEDIUM;;;;;;;;no
CVE-2023-0293;2023;4.3;MEDIUM;;;;;;;;no
CVE-2023-0294;2023;8.8;HIGH;;;;;;;;no
CVE-2023-0295;2023;5.5;MEDIUM;;;;;;;;no
CVE-2023-0296;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2023-0297;2023;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2023-0298;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2023-0299;2023;8.4;HIGH;NETWORK;LOW;HIGH;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0300;2023;3.5;LOW;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0301;2023;4.3;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0302;2023;8.6;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0303;2023;6.3;MEDIUM;;;;;;;;
CVE-2023-0304;2023;6.3;MEDIUM;;;;;;;;
CVE-2023-0305;2023;6.3;MEDIUM;;;;;;;;
CVE-2023-0306;2023;9.1;CRITICAL;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0307;2023;5.7;MEDIUM;NETWORK;LOW;LOW;REQUIRED;HIGH;NONE;NONE;no
CVE-2023-0308;2023;7.6;HIGH;NETWORK;LOW;LOW;NONE;LOW;LOW;HIGH;no
CVE-2023-0309;2023;8.6;HIGH;NETWORK;LOW;NONE;NONE;LOW;LOW;HIGH;no
CVE-2023-0310;2023;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0311;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;yes
CVE-2023-0312;2023;8.6;HIGH;NETWORK;LOW;NONE;NONE;HIGH;LOW;LOW;no
CVE-2023-0313;2023;4.7;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;LOW;no
CVE-2023-0314;2023;6.5;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;LOW;no
CVE-2023-0315;2023;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0316;2023;6.8;MEDIUM;NETWORK;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2023-0317;2023;4.9;MEDIUM;NETWORK;LOW;HIGH;NONE;HIGH;NONE;NONE;no
CVE-2023-0319;2023;5.8;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2023-0320;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0321;2023;9.1;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2023-0322;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0323;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;yes
CVE-2023-0324;2023;7.3;HIGH;;;;;;;;
CVE-2023-0325;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0326;2023;5.0;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2023-0327;2023;3.5;LOW;;;;;;;;
CVE-2023-0328;2023;;;;;;;;;;no
CVE-2023-0329;2023;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0330;2023;5.3;MEDIUM;LOCAL;HIGH;HIGH;NONE;NONE;NONE;HIGH;no
CVE-2023-0331;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2023-0332;2023;7.3;HIGH;;;;;;;;
CVE-2023-0333;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0334;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0335;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2023-0336;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2023-0337;2023;5.8;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0338;2023;5.8;MEDIUM;NETWORK;HIGH;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0339;2023;9.1;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2023-0340;2023;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0341;2023;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0342;2023;3.1;LOW;LOCAL;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0343;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;HIGH;NONE;NONE;no
CVE-2023-0344;2023;9.1;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2023-0345;2023;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2023-0346;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2023-0347;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2023-0348;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2023-0349;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2023-0350;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2023-0351;2023;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0352;2023;9.1;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2023-0353;2023;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0354;2023;9.1;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2023-0355;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;HIGH;NONE;NONE;no
CVE-2023-0356;2023;5.7;MEDIUM;ADJACENT_NETWORK;LOW;NONE;REQUIRED;HIGH;NONE;NONE;no
CVE-2023-0357;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0358;2023;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0359;2023;5.9;MEDIUM;NETWORK;HIGH;NONE;NONE;NONE;NONE;HIGH;no
CVE-2023-0360;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0361;2023;7.4;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;NONE;no
CVE-2023-0362;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0363;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0364;2023;;;;;;;;;;no
CVE-2023-0365;2023;;;;;;;;;;no
CVE-2023-0366;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0367;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0368;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0369;2023;;;;;;;;;;no
CVE-2023-0370;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0371;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0372;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0373;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0374;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0375;2023;6.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0376;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0377;2023;;;;;;;;;;no
CVE-2023-0378;2023;6.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0379;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0380;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0381;2023;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0382;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2023-0383;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2023-0384;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2023-0385;2023;4.3;MEDIUM;;;;;;;;no
CVE-2023-0386;2023;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0388;2023;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0389;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0391;2023;8.1;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0392;2023;3.9;LOW;LOCAL;HIGH;HIGH;NONE;LOW;LOW;LOW;no
CVE-2023-0394;2023;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2023-0395;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0396;2023;6.8;MEDIUM;PHYSICAL;LOW;NONE;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0397;2023;9.6;CRITICAL;ADJACENT_NETWORK;LOW;NONE;NONE;LOW;HIGH;HIGH;no
CVE-2023-0398;2023;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;LOW;no
CVE-2023-0399;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0400;2023;5.9;MEDIUM;LOCAL;LOW;LOW;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0401;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2023-0402;2023;5.4;MEDIUM;;;;;;;;no
CVE-2023-0403;2023;5.4;MEDIUM;;;;;;;;no
CVE-2023-0404;2023;5.4;MEDIUM;;;;;;;;no
CVE-2023-0405;2023;5.4;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;LOW;LOW;no
CVE-2023-0406;2023;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;LOW;no
CVE-2023-0410;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0411;2023;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0412;2023;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0413;2023;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0414;2023;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0415;2023;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0416;2023;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0417;2023;6.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0418;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0419;2023;;;;;;;;;;no
CVE-2023-0420;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0421;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0422;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0423;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0424;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0425;2023;8.6;HIGH;NETWORK;LOW;NONE;NONE;LOW;LOW;HIGH;yes
CVE-2023-0426;2023;8.6;HIGH;NETWORK;LOW;NONE;NONE;LOW;LOW;HIGH;yes
CVE-2023-0428;2023;7.5;HIGH;NETWORK;HIGH;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0429;2023;3.5;LOW;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0430;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0431;2023;;;;;;;;;;no
CVE-2023-0432;2023;9.0;CRITICAL;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0433;2023;7.8;HIGH;LOCAL;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0434;2023;5.4;MEDIUM;PHYSICAL;LOW;HIGH;REQUIRED;NONE;HIGH;HIGH;no
CVE-2023-0435;2023;4.0;MEDIUM;LOCAL;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2023-0436;2023;4.5;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;HIGH;NONE;NONE;
CVE-2023-0437;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;no
CVE-2023-0438;2023;5.4;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;LOW;no
CVE-2023-0439;2023;;;;;;;;;;no
CVE-2023-0440;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;no
CVE-2023-0441;2023;8.1;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;NONE;no
CVE-2023-0442;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0443;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;LOW;NONE;NONE;yes
CVE-2023-0444;2023;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0446;2023;5.5;MEDIUM;;;;;;;;no
CVE-2023-0447;2023;4.3;MEDIUM;;;;;;;;no
CVE-2023-0448;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0450;2023;3.7;LOW;NETWORK;HIGH;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0451;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2023-0452;2023;9.8;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;HIGH;yes
CVE-2023-0453;2023;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2023-0454;2023;8.1;HIGH;NETWORK;LOW;LOW;NONE;NONE;HIGH;HIGH;no
CVE-2023-0455;2023;7.6;HIGH;NETWORK;LOW;LOW;NONE;HIGH;LOW;LOW;no
CVE-2023-0456;2023;7.4;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;NONE;no
CVE-2023-0457;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;yes
CVE-2023-0458;2023;5.3;MEDIUM;NETWORK;HIGH;LOW;NONE;HIGH;NONE;NONE;no
CVE-2023-0459;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2023-0460;2023;5.1;MEDIUM;ADJACENT_NETWORK;HIGH;LOW;REQUIRED;LOW;HIGH;NONE;no
CVE-2023-0461;2023;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0462;2023;8.0;HIGH;NETWORK;HIGH;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0463;2023;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0464;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;NONE;NONE;HIGH;yes
CVE-2023-0465;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;yes
CVE-2023-0466;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;LOW;NONE;no
CVE-2023-0467;2023;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2023-0468;2023;4.7;MEDIUM;LOCAL;HIGH;LOW;NONE;NONE;NONE;HIGH;no
CVE-2023-0469;2023;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;NONE;NONE;HIGH;no
CVE-2023-0470;2023;7.1;HIGH;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0471;2023;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0472;2023;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0473;2023;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0474;2023;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0475;2023;4.2;MEDIUM;LOCAL;LOW;HIGH;REQUIRED;NONE;NONE;HIGH;no
CVE-2023-0476;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;HIGH;NONE;no
CVE-2023-0477;2023;;;;;;;;;;no
CVE-2023-0479;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0480;2023;8.8;HIGH;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0481;2023;3.3;LOW;LOCAL;LOW;LOW;NONE;LOW;NONE;NONE;no
CVE-2023-0482;2023;5.5;MEDIUM;LOCAL;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2023-0483;2023;5.5;MEDIUM;NETWORK;LOW;HIGH;NONE;LOW;LOW;NONE;no
CVE-2023-0484;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0485;2023;6.5;MEDIUM;NETWORK;LOW;LOW;NONE;HIGH;NONE;NONE;no
CVE-2023-0486;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0487;2023;7.2;HIGH;NETWORK;LOW;HIGH;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0488;2023;9.6;CRITICAL;NETWORK;LOW;NONE;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0489;2023;;;;;;;;;;no
CVE-2023-0490;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0491;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0492;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0493;2023;5.3;MEDIUM;NETWORK;LOW;NONE;NONE;NONE;NONE;LOW;yes
CVE-2023-0494;2023;7.8;HIGH;LOCAL;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0495;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0496;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0497;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0498;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0499;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0500;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0501;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0502;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0503;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0504;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0505;2023;4.3;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0506;2023;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0507;2023;7.3;HIGH;NETWORK;LOW;LOW;REQUIRED;HIGH;HIGH;NONE;no
CVE-2023-0508;2023;3.1;LOW;NETWORK;HIGH;NONE;REQUIRED;NONE;LOW;NONE;no
CVE-2023-0509;2023;7.4;HIGH;NETWORK;HIGH;NONE;NONE;HIGH;HIGH;NONE;no
CVE-2023-0511;2023;9.1;CRITICAL;NETWORK;LOW;NONE;NONE;HIGH;HIGH;NONE;yes
CVE-2023-0512;2023;7.3;HIGH;LOCAL;LOW;LOW;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0513;2023;3.5;LOW;;;;;;;;
CVE-2023-0514;2023;6.1;MEDIUM;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0515;2023;5.5;MEDIUM;;;;;;;;
CVE-2023-0516;2023;5.5;MEDIUM;;;;;;;;
CVE-2023-0518;2023;4.3;MEDIUM;NETWORK;LOW;LOW;NONE;NONE;NONE;LOW;no
CVE-2023-0519;2023;7.1;HIGH;NETWORK;LOW;NONE;REQUIRED;LOW;LOW;LOW;no
CVE-2023-0520;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0522;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0523;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0524;2023;8.8;HIGH;NETWORK;LOW;LOW;NONE;HIGH;HIGH;HIGH;no
CVE-2023-0525;2023;7.5;HIGH;NETWORK;LOW;NONE;NONE;HIGH;NONE;NONE;no
CVE-2023-0526;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0527;2023;3.5;LOW;;;;;;;;
CVE-2023-0528;2023;4.7;MEDIUM;;;;;;;;
CVE-2023-0529;2023;4.7;MEDIUM;;;;;;;;no
CVE-2023-0530;2023;4.7;MEDIUM;;;;;;;;
CVE-2023-0531;2023;4.7;MEDIUM;;;;;;;;
CVE-2023-0532;2023;4.7;MEDIUM;;;;;;;;no
CVE-2023-0533;2023;4.7;MEDIUM;;;;;;;;no
CVE-2023-0534;2023;4.7;MEDIUM;;;;;;;;
CVE-2023-0535;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0536;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0537;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0538;2023;;;;;;;;;;no
CVE-2023-0539;2023;;;;;;;;;;no
CVE-2023-0540;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0541;2023;6.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;HIGH;HIGH;HIGH;no
CVE-2023-0542;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0543;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0544;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0545;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0546;2023;5.4;MEDIUM;NETWORK;LOW;LOW;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0547;2023;6.5;MEDIUM;NETWORK;LOW;NONE;REQUIRED;NONE;HIGH;NONE;no
CVE-2023-0548;2023;4.8;MEDIUM;NETWORK;LOW;HIGH;REQUIRED;LOW;LOW;NONE;no
CVE-2023-0549;2023;3.5;LOW;;;;;;;;no
CVE-2023-0550;2023;8.1;HIGH;;;;;;;;no
CVE-2023-0551;2023;;;;;;;;;;no
